Date,Open,High,Low,Close,Adj Close,Volume
2017-10-06,50.750000,50.820000,49.099998,49.290001,49.290001,743114
2017-10-08,null,null,null,null,null,null
2017-10-09,49.250000,49.790001,49.130001,49.580002,49.580002,505079
2017-10-10,49.549999,51.060001,49.540001,50.919998,50.919998,664839
2017-10-11,50.939999,51.419998,50.610001,51.299999,51.299999,651948
2017-10-12,51.000000,51.130001,50.150002,50.599998,50.599998,729273
2017-10-13,50.730000,51.720001,50.700001,51.450001,51.450001,667497
2017-10-15,null,null,null,null,null,null
2017-10-16,51.430000,52.369999,51.349998,51.869999,51.869999,520725
2017-10-17,51.930000,52.250000,51.209999,51.880001,51.880001,471612
2017-10-18,51.939999,52.330002,51.689999,52.040001,52.040001,152620
2017-10-19,52.049999,52.169998,51.070000,51.290001,51.290001,127413
2017-10-20,51.419998,51.730000,50.700001,51.470001,51.470001,674142
2017-10-22,null,null,null,null,null,null
2017-10-23,52.070000,52.299999,51.680000,51.900002,51.900002,583563
2017-10-24,51.889999,52.619999,51.549999,52.470001,52.470001,709553
2017-10-25,52.560001,52.570000,51.889999,52.180000,52.180000,681739
2017-10-26,52.189999,52.860001,51.910000,52.639999,52.639999,594647
2017-10-27,52.799999,54.200001,52.250000,53.900002,53.900002,730915
2017-10-29,null,null,null,null,null,null
2017-10-30,54.160000,54.459999,53.750000,54.150002,54.150002,565043
2017-10-31,54.080002,54.849998,53.930000,54.380001,54.380001,497295
2017-11-01,54.650002,55.220001,53.889999,54.299999,54.299999,671038
2017-11-02,54.279999,54.840000,53.990002,54.540001,54.540001,482846
2017-11-03,54.730000,55.759998,54.400002,55.639999,55.639999,614159
2017-11-05,null,null,null,null,null,null
2017-11-06,55.970001,57.610001,55.660000,57.349998,57.349998,861713
2017-11-07,57.270000,57.689999,56.830002,57.200001,57.200001,750187
2017-11-08,56.959999,57.919998,56.410000,56.810001,56.810001,919147
2017-11-09,56.849998,57.529999,56.689999,57.169998,57.169998,666949
2017-11-10,57.020000,57.349998,56.549999,56.740002,56.740002,541296
2017-11-12,null,null,null,null,null,null
2017-11-13,56.900002,57.150002,56.299999,56.759998,56.759998,631619
2017-11-14,56.720001,56.770000,54.810001,55.700001,55.700001,707338
2017-11-15,55.060001,55.560001,54.880001,55.330002,55.330002,501385
2017-11-16,55.299999,55.619999,54.930000,55.139999,55.139999,213923
2017-11-17,55.250000,56.680000,55.180000,56.549999,56.549999,184944
2017-11-19,null,null,null,null,null,null
2017-11-20,56.689999,56.759998,55.570000,56.090000,56.090000,593241
2017-11-21,56.380001,57.220001,56.320000,56.830002,56.830002,619066
2017-11-22,57.119999,58.150002,57.029999,58.020000,58.020000,837411
2017-11-24,null,null,null,null,null,null
2017-11-26,null,null,null,null,null,null
2017-11-27,58.950001,58.990002,57.549999,58.110001,58.110001,690078
2017-11-28,57.860001,58.110001,57.419998,57.990002,57.990002,546526
2017-11-29,57.730000,58.299999,56.750000,57.299999,57.299999,741564
2017-11-30,57.410000,57.980000,56.820000,57.400002,57.400002,735128
2017-12-01,57.419998,58.880001,57.290001,58.360001,58.360001,685215
2017-12-03,null,null,null,null,null,null
2017-12-04,58.320000,58.340000,57.349998,57.470001,57.470001,529965
2017-12-05,57.480000,57.919998,57.080002,57.619999,57.619999,499245
2017-12-06,57.450001,57.570000,55.869999,55.959999,55.959999,678992
2017-12-07,56.000000,56.779999,55.820000,56.689999,56.689999,557325
2017-12-08,56.650002,57.790001,56.540001,57.360001,57.360001,681599
2017-12-10,null,null,null,null,null,null
2017-12-11,57.250000,58.080002,56.910000,57.990002,57.990002,606724
2017-12-12,58.020000,58.560001,56.849998,57.139999,57.139999,826488
2017-12-13,57.450001,57.830002,56.549999,56.599998,56.599998,658143
2017-12-14,56.700001,57.220001,56.090000,57.040001,57.040001,580571
2017-12-15,57.150002,57.490002,56.939999,57.299999,57.299999,210054
2017-12-17,null,null,null,null,null,null
2017-12-18,57.369999,57.779999,56.820000,57.160000,57.160000,137151
2017-12-19,57.299999,57.639999,57.160000,57.459999,57.459999,420784
2017-12-20,57.660000,58.119999,57.439999,58.090000,58.090000,420844
2017-12-21,58.020000,58.380001,57.630001,58.360001,58.360001,405320
2017-12-22,58.209999,58.500000,57.869999,58.470001,58.470001,324554
2017-12-24,null,null,null,null,null,null
2017-12-26,58.400002,60.009998,58.320000,59.970001,59.970001,437785
2017-12-27,59.790001,59.930000,59.330002,59.639999,59.639999,402396
2017-12-28,59.529999,59.939999,59.439999,59.840000,59.840000,345962
2017-12-29,59.910000,60.509998,59.820000,60.419998,60.419998,464478
2017-12-31,null,null,null,null,null,null
2018-01-02,60.200001,60.740002,60.099998,60.369999,60.369999,510313
2018-01-03,60.389999,61.970001,60.279999,61.630001,61.630001,673859
2018-01-04,61.959999,62.209999,61.590000,62.009998,62.009998,654363
2018-01-05,61.900002,62.040001,61.090000,61.439999,61.439999,563036
2018-01-07,null,null,null,null,null,null
2018-01-08,61.610001,61.970001,61.340000,61.730000,61.730000,616474
2018-01-09,61.919998,63.480000,61.799999,62.959999,62.959999,844720
2018-01-10,63.410000,63.669998,63.090000,63.570000,63.570000,697844
2018-01-11,63.500000,64.769997,63.430000,63.799999,63.799999,876642
2018-01-12,63.570000,64.500000,63.060001,64.300003,64.300003,678727
2018-01-14,null,null,null,null,null,null
2018-01-16,64.430000,64.889999,63.389999,63.730000,63.730000,867771
2018-01-17,63.889999,64.169998,63.310001,63.970001,63.970001,444384
2018-01-18,64.070000,64.349998,63.470001,63.950001,63.950001,204504
2018-01-19,63.740002,63.770000,62.849998,63.369999,63.369999,142711
2018-01-21,null,null,null,null,null,null
2018-01-22,63.610001,64.139999,63.169998,63.490002,63.490002,625662
2018-01-23,63.880001,64.879997,63.700001,64.470001,64.470001,662456
2018-01-24,64.419998,66.050003,64.339996,65.610001,65.610001,887018
2018-01-25,65.879997,66.660004,65.080002,65.510002,65.510002,771758
2018-01-26,65.250000,66.349998,64.910004,66.139999,66.139999,678186
2018-01-28,null,null,null,null,null,null
2018-01-29,66.180000,66.459999,64.980003,65.559998,65.559998,656168
2018-01-30,65.529999,65.559998,63.889999,64.500000,64.500000,688380
2018-01-31,64.029999,64.940002,63.669998,64.730003,64.730003,613258
2018-02-01,64.760002,66.250000,64.629997,65.800003,65.800003,685750
2018-02-02,65.989998,66.300003,64.470001,65.449997,65.449997,857572
2018-02-04,null,null,null,null,null,null
2018-02-05,65.099998,65.400002,63.419998,64.150002,64.150002,891063
2018-02-06,63.430000,64.290001,63.119999,63.389999,63.389999,797814
2018-02-07,63.919998,64.180000,61.250000,61.790001,61.790001,1029408
2018-02-08,61.700001,62.090000,60.270000,61.150002,61.150002,929578
2018-02-09,60.430000,60.770000,58.070000,59.200001,59.200001,933307
2018-02-11,null,null,null,null,null,null
2018-02-12,59.119999,60.830002,59.099998,59.290001,59.290001,736917
2018-02-13,59.349998,59.730000,58.389999,59.189999,59.189999,580600
2018-02-14,58.980000,60.900002,58.200001,60.599998,60.599998,650324
2018-02-15,60.709999,61.639999,59.720001,61.340000,61.340000,340401
2018-02-16,61.450001,61.990002,60.880001,61.680000,61.680000,181179
2018-02-18,null,null,null,null,null,null
2018-02-20,61.630001,62.740002,61.580002,61.900002,61.900002,794481
2018-02-21,61.630001,61.860001,60.919998,61.680000,61.680000,466924
2018-02-22,61.340000,63.090000,60.750000,62.770000,62.770000,592603
2018-02-23,62.599998,63.730000,62.330002,63.549999,63.549999,460597
2018-02-25,null,null,null,null,null,null
2018-02-26,63.599998,64.239998,63.060001,63.910000,63.910000,469853
2018-02-27,64.059998,64.080002,62.639999,63.009998,63.009998,562670
2018-02-28,62.790001,63.439999,61.360001,61.639999,61.639999,768409
2018-03-01,61.549999,61.830002,60.180000,60.990002,60.990002,812505
2018-03-02,61.340000,61.599998,60.130001,61.250000,61.250000,613514
2018-03-04,null,null,null,null,null,null
2018-03-05,61.549999,62.790001,61.099998,62.570000,62.570000,599266
2018-03-06,62.580002,63.279999,62.169998,62.599998,62.599998,634953
2018-03-07,62.299999,62.580002,60.580002,61.150002,61.150002,879119
2018-03-08,61.330002,61.400002,59.950001,60.119999,60.119999,720510
2018-03-09,60.270000,62.180000,60.139999,62.040001,62.040001,659722
2018-03-11,null,null,null,null,null,null
2018-03-12,62.099998,62.330002,60.669998,61.360001,61.360001,537990
2018-03-13,61.369999,61.970001,60.270000,60.709999,60.709999,747738
2018-03-14,60.869999,61.330002,60.110001,60.959999,60.959999,665017
2018-03-15,60.950001,61.540001,60.820000,61.189999,61.189999,430201
2018-03-16,61.189999,62.540001,61.080002,62.340000,62.340000,202493
2018-03-18,null,null,null,null,null,null
2018-03-19,62.230000,62.349998,61.360001,62.060001,62.060001,115962
2018-03-20,62.099998,63.810001,62.080002,63.400002,63.400002,717709
2018-03-21,63.720001,65.550003,63.580002,65.169998,65.169998,763768
2018-03-22,65.500000,65.739998,64.139999,64.300003,64.300003,689172
2018-03-23,64.279999,66.000000,64.110001,65.879997,65.879997,752994
2018-03-25,null,null,null,null,null,null
2018-03-26,65.900002,66.550003,65.080002,65.550003,65.550003,585899
2018-03-27,65.529999,66.410004,64.529999,65.250000,65.250000,670811
2018-03-28,64.699997,65.129997,63.720001,64.379997,64.379997,697678
2018-03-29,64.690002,65.260002,64.160004,64.940002,64.940002,562819
2018-04-01,null,null,null,null,null,null
2018-04-02,64.910004,65.419998,62.799999,63.009998,63.009998,582742
2018-04-03,62.889999,63.860001,62.860001,63.509998,63.509998,527289
2018-04-04,63.590000,63.639999,62.060001,63.369999,63.369999,760596
2018-04-05,63.599998,64.120003,63.070000,63.540001,63.540001,588597
2018-04-06,63.700001,63.790001,61.810001,62.060001,62.060001,753262
2018-04-08,null,null,null,null,null,null
2018-04-09,62.000000,63.610001,61.930000,63.419998,63.419998,655831
2018-04-10,63.299999,65.860001,63.200001,65.510002,65.510002,840280
2018-04-11,65.589996,67.449997,65.150002,66.820000,66.820000,963017
2018-04-12,66.750000,67.330002,66.000000,67.070000,67.070000,687468
2018-04-13,67.180000,67.760002,66.699997,67.389999,67.389999,624203
2018-04-15,null,null,null,null,null,null
2018-04-16,67.239998,67.739998,66.129997,66.220001,66.220001,560076
2018-04-17,66.419998,66.750000,65.559998,66.519997,66.519997,486076
2018-04-18,66.680000,68.910004,66.559998,68.470001,68.470001,221664
2018-04-19,68.750000,69.559998,67.980003,68.290001,68.290001,125993
2018-04-20,68.260002,68.620003,67.500000,68.379997,68.379997,724906
2018-04-22,null,null,null,null,null,null
2018-04-23,68.220001,69.029999,67.139999,68.639999,68.639999,740941
2018-04-24,68.949997,69.379997,67.540001,67.699997,67.699997,832296
2018-04-25,67.750000,68.180000,67.110001,68.050003,68.050003,764049
2018-04-26,68.029999,68.779999,67.709999,68.190002,68.190002,660549
2018-04-27,68.209999,68.360001,67.639999,68.099998,68.099998,542549
2018-04-29,null,null,null,null,null,null
2018-04-30,68.150002,69.339996,67.169998,68.570000,68.570000,755186
2018-05-01,68.559998,68.900002,66.849998,67.250000,67.250000,694771
2018-05-02,67.489998,68.139999,66.919998,67.930000,67.930000,789367
2018-05-03,67.680000,68.599998,67.209999,68.430000,68.430000,691219
2018-05-04,68.500000,69.970001,68.120003,69.720001,69.720001,690876
2018-05-06,null,null,null,null,null,null
2018-05-07,69.849998,70.839996,69.510002,70.730003,70.730003,758916
2018-05-08,70.029999,70.400002,67.629997,69.059998,69.059998,1253566
2018-05-09,70.050003,71.360001,69.849998,71.139999,71.139999,863386
2018-05-10,71.230003,71.889999,70.559998,71.360001,71.360001,749808
2018-05-11,71.449997,71.629997,70.449997,70.699997,70.699997,634145
2018-05-13,null,null,null,null,null,null
2018-05-14,70.540001,71.260002,70.260002,70.959999,70.959999,592826
2018-05-15,71.150002,71.919998,70.419998,71.309998,71.309998,815289
2018-05-16,71.019997,71.589996,70.660004,71.489998,71.489998,574279
2018-05-17,71.559998,72.300003,71.089996,71.489998,71.489998,562639
2018-05-18,71.599998,71.750000,70.989998,71.279999,71.279999,211785
2018-05-20,null,null,null,null,null,null
2018-05-21,71.470001,72.589996,71.250000,72.239998,72.239998,119892
2018-05-22,72.529999,72.830002,71.900002,72.129997,72.129997,723458
2018-05-23,72.110001,72.260002,71.190002,71.839996,71.839996,702791
2018-05-24,71.830002,72.000000,70.519997,70.709999,70.709999,640725
2018-05-25,70.650002,70.800003,67.419998,67.879997,67.879997,955354
2018-05-27,null,null,null,null,null,null
2018-05-29,66.489998,67.349998,65.919998,66.730003,66.730003,1059750
2018-05-30,66.849998,68.669998,66.349998,68.209999,68.209999,726886
2018-05-31,68.239998,68.300003,66.559998,67.040001,67.040001,917563
2018-06-01,67.070000,67.339996,65.510002,65.809998,65.809998,781103
2018-06-03,null,null,null,null,null,null
2018-06-04,65.709999,66.040001,64.570000,64.750000,64.750000,696050
2018-06-05,64.940002,65.570000,64.220001,65.519997,65.519997,714674
2018-06-06,65.510002,65.959999,64.269997,64.730003,64.730003,708829
2018-06-07,65.070000,66.070000,64.809998,65.949997,65.949997,675041
2018-06-08,65.980003,66.239998,65.150002,65.739998,65.739998,571224
2018-06-10,null,null,null,null,null,null
2018-06-11,65.559998,66.349998,64.849998,66.099998,66.099998,558281
2018-06-12,66.050003,66.699997,65.870003,66.360001,66.360001,524411
2018-06-13,66.010002,66.889999,65.519997,66.639999,66.639999,626398
2018-06-14,66.620003,67.160004,66.360001,66.889999,66.889999,460168
2018-06-15,66.620003,67.160004,64.290001,65.059998,65.059998,512591
2018-06-17,null,null,null,null,null,null
2018-06-18,64.400002,65.980003,63.590000,65.849998,65.849998,218933
2018-06-19,65.820000,65.900002,64.389999,65.070000,65.070000,122646
2018-06-20,65.110001,66.529999,65.010002,66.220001,66.220001,801625
2018-06-21,65.339996,66.220001,64.339996,65.540001,65.540001,760719
2018-06-22,65.930000,69.379997,65.709999,68.580002,68.580002,1136232
2018-06-24,null,null,null,null,null,null
2018-06-25,68.750000,69.440002,67.779999,68.080002,68.080002,816207
2018-06-26,68.209999,70.910004,67.720001,70.529999,70.529999,848537
2018-06-27,70.680000,73.059998,70.559998,72.760002,72.760002,775155
2018-06-28,72.269997,74.029999,72.199997,73.449997,73.449997,717347
2018-06-29,73.330002,74.459999,72.930000,74.150002,74.150002,602399
2018-07-01,null,null,null,null,null,null
2018-07-02,73.620003,74.349998,72.510002,73.940002,73.940002,652167
2018-07-03,null,null,null,null,null,null
2018-07-05,74.349998,74.800003,72.529999,72.940002,72.940002,841632
2018-07-06,73.160004,74.010002,72.139999,73.800003,73.800003,611419
2018-07-08,null,null,null,null,null,null
2018-07-09,73.870003,74.279999,72.989998,73.849998,73.849998,533003
2018-07-10,74.040001,74.699997,73.650002,74.110001,74.110001,586829
2018-07-11,74.199997,74.260002,70.019997,70.379997,70.379997,861726
2018-07-12,70.599998,71.239998,69.230003,70.330002,70.330002,707887
2018-07-13,70.379997,71.660004,69.839996,71.010002,71.010002,530277
2018-07-15,null,null,null,null,null,null
2018-07-16,70.519997,70.870003,67.580002,68.059998,68.059998,530480
2018-07-17,68.029999,68.440002,67.029999,68.080002,68.080002,440727
2018-07-18,67.610001,69.059998,67.040001,68.760002,68.760002,187313
2018-07-19,69.000000,70.169998,67.800003,69.459999,69.459999,103220
2018-07-20,69.389999,71.099998,69.370003,70.459999,70.459999,500967
2018-07-22,null,null,null,null,null,null
2018-07-23,68.169998,69.309998,67.599998,67.889999,67.889999,555915
2018-07-24,67.800003,69.050003,67.559998,68.519997,68.519997,524591
2018-07-25,68.769997,69.699997,68.199997,69.300003,69.300003,622913
2018-07-26,69.379997,69.919998,68.919998,69.610001,69.610001,489059
2018-07-27,69.580002,69.769997,68.260002,68.690002,68.690002,460450
2018-07-29,null,null,null,null,null,null
2018-07-30,69.010002,70.430000,68.800003,70.129997,70.129997,463011
2018-07-31,70.050003,70.220001,67.980003,68.760002,68.760002,519070
2018-08-01,68.430000,68.519997,67.309998,67.660004,67.660004,576561
2018-08-02,67.860001,69.360001,66.919998,68.959999,68.959999,531071
2018-08-03,68.989998,69.239998,67.870003,68.489998,68.489998,476615
2018-08-05,null,null,null,null,null,null
2018-08-06,68.650002,69.919998,68.500000,69.010002,69.010002,495605
2018-08-07,68.900002,69.830002,68.809998,69.169998,69.169998,485027
2018-08-08,69.089996,69.370003,66.320000,66.940002,66.940002,760313
2018-08-09,66.790001,67.410004,66.489998,66.809998,66.809998,509401
2018-08-10,66.739998,67.870003,66.139999,67.629997,67.629997,524490
2018-08-12,null,null,null,null,null,null
2018-08-13,67.779999,67.949997,65.709999,67.199997,67.199997,578219
2018-08-14,67.419998,68.370003,66.580002,67.040001,67.040001,538484
2018-08-15,66.620003,66.900002,64.510002,65.010002,65.010002,573473
2018-08-16,64.949997,65.519997,64.430000,65.459999,65.459999,383380
2018-08-17,65.470001,66.389999,65.300003,65.910004,65.910004,171403
2018-08-19,null,null,null,null,null,null
2018-08-20,65.910004,66.680000,65.589996,66.430000,66.430000,112709
2018-08-21,66.620003,68.099998,66.519997,67.349998,67.349998,437164
2018-08-22,66.080002,68.150002,65.980003,67.860001,67.860001,581899
2018-08-23,68.070000,68.120003,67.320000,67.830002,67.830002,450690
2018-08-24,67.900002,69.309998,67.779999,68.720001,68.720001,517796
2018-08-26,null,null,null,null,null,null
2018-08-27,68.570000,68.970001,68.339996,68.870003,68.870003,332612
2018-08-28,68.930000,69.199997,68.209999,68.529999,68.529999,426833
2018-08-29,68.540001,69.760002,68.370003,69.510002,69.510002,497095
2018-08-30,69.709999,70.500000,69.550003,70.250000,70.250000,445584
2018-08-31,70.059998,70.360001,69.639999,69.800003,69.800003,419739
2018-09-02,null,null,null,null,null,null
2018-09-04,70.120003,71.400002,69.080002,69.870003,69.870003,785981
2018-09-05,69.430000,69.589996,68.559998,68.720001,68.720001,542104
2018-09-06,68.639999,69.019997,67.000000,67.769997,67.769997,633824
2018-09-07,67.879997,68.080002,66.860001,67.750000,67.750000,530895
2018-09-09,null,null,null,null,null,null
2018-09-10,67.820000,68.519997,67.330002,67.540001,67.540001,571174
2018-09-11,67.529999,70.010002,67.480003,69.250000,69.250000,676869
2018-09-12,69.889999,71.260002,69.500000,70.370003,70.370003,800543
2018-09-13,70.239998,70.279999,68.349998,68.589996,68.589996,684937
2018-09-14,68.790001,69.910004,67.940002,68.989998,68.989998,611075
2018-09-16,null,null,null,null,null,null
2018-09-17,68.930000,69.720001,68.529999,68.910004,68.910004,422294
2018-09-18,68.800003,70.419998,68.529999,69.849998,69.849998,234202
2018-09-19,69.709999,71.500000,69.650002,71.120003,71.120003,125208
2018-09-20,71.389999,71.809998,70.730003,70.800003,70.800003,607520
2018-09-21,70.199997,71.800003,69.980003,70.779999,70.779999,855943
2018-09-23,null,null,null,null,null,null
2018-09-24,71.139999,72.739998,71.139999,72.080002,72.080002,576894
2018-09-25,72.250000,72.779999,71.889999,72.279999,72.279999,551280
2018-09-26,72.089996,72.379997,71.470001,71.570000,71.570000,464463
2018-09-27,72.010002,72.599998,71.709999,72.120003,72.120003,454549
2018-09-28,72.180000,73.730003,71.879997,73.250000,73.250000,544047
2018-09-30,null,null,null,null,null,null
2018-10-01,73.290001,75.769997,72.949997,75.300003,75.300003,601451
2018-10-02,75.419998,75.910004,74.930000,75.230003,75.230003,463615
2018-10-03,75.120003,76.900002,74.300003,76.410004,76.410004,698817
2018-10-04,76.180000,76.470001,73.879997,74.330002,74.330002,687949
2018-10-05,74.669998,75.220001,73.839996,74.339996,74.339996,613218
2018-10-07,null,null,null,null,null,null
2018-10-08,74.400002,74.580002,73.070000,74.290001,74.290001,554938
2018-10-09,74.209999,75.279999,74.000000,74.959999,74.959999,623537
2018-10-10,74.660004,75.080002,72.379997,73.169998,73.169998,652737
2018-10-11,72.680000,72.760002,70.510002,70.970001,70.970001,783962
2018-10-12,70.989998,72.010002,70.639999,71.339996,71.339996,626668
2018-10-14,null,null,null,null,null,null
2018-10-15,71.849998,72.699997,70.849998,71.779999,71.779999,568610
2018-10-16,71.720001,72.290001,71.019997,71.919998,71.919998,535003
2018-10-17,72.169998,72.430000,69.430000,69.750000,69.750000,651584
2018-10-18,70.029999,70.029999,68.470001,68.650002,68.650002,215337
2018-10-19,68.680000,69.769997,68.559998,69.120003,69.120003,108311
2018-10-21,null,null,null,null,null,null
2018-10-22,69.410004,69.650002,68.269997,69.169998,69.169998,513770
2018-10-23,69.550003,69.660004,65.739998,66.430000,66.430000,853265
2018-10-24,66.169998,67.720001,66.050003,66.820000,66.820000,775963
2018-10-25,66.360001,67.650002,65.989998,67.330002,67.330002,573096
2018-10-26,66.949997,67.879997,66.199997,67.589996,67.589996,595211
2018-10-28,null,null,null,null,null,null
2018-10-29,67.550003,67.949997,66.290001,67.040001,67.040001,477487
2018-10-30,66.680000,67.260002,65.330002,66.180000,66.180000,680441
2018-10-31,66.320000,67.000000,64.809998,65.309998,65.309998,666487
2018-11-01,64.879997,65.389999,63.110001,63.689999,63.689999,790286
2018-11-02,63.500000,63.950001,62.630001,63.139999,63.139999,708906
2018-11-04,null,null,null,null,null,null
2018-11-05,62.990002,64.139999,62.520000,63.099998,63.099998,609129
2018-11-06,62.700001,63.320000,61.310001,62.209999,62.209999,761240
2018-11-07,61.740002,63.180000,61.200001,61.669998,61.669998,866628
2018-11-08,61.639999,62.419998,60.400002,60.669998,60.669998,764546
2018-11-09,60.750000,60.790001,59.259998,60.189999,60.189999,821729
2018-11-11,null,null,null,null,null,null
2018-11-12,60.700001,61.279999,58.680000,59.930000,59.930000,806219
2018-11-13,58.880001,59.349998,54.750000,55.689999,55.689999,1095643
2018-11-14,55.270000,57.369999,55.130001,56.250000,56.250000,844696
2018-11-15,56.020000,57.259998,55.590000,56.459999,56.459999,256499
2018-11-16,56.580002,57.959999,55.889999,56.459999,56.459999,159001
2018-11-18,null,null,null,null,null,null
2018-11-19,56.720001,57.330002,55.080002,56.759998,56.759998,699684
2018-11-20,57.389999,57.439999,52.770000,53.430000,53.430000,983120
2018-11-21,53.389999,55.860001,53.389999,54.630001,54.630001,734277
2018-11-23,null,null,null,null,null,null
2018-11-25,null,null,null,null,null,null
2018-11-26,50.619999,52.250000,50.099998,51.630001,51.630001,663108
2018-11-27,51.540001,52.380001,50.299999,51.560001,51.560001,764010
2018-11-28,52.090000,52.560001,50.060001,50.290001,50.290001,831688
2018-11-29,50.310001,52.200001,49.410000,51.450001,51.450001,812721
2018-11-30,51.270000,51.790001,49.650002,50.930000,50.930000,796714
2018-12-02,null,null,null,null,null,null
2018-12-03,52.450001,53.849998,52.029999,52.950001,52.950001,758010
2018-12-04,53.130001,54.549999,52.430000,53.250000,53.250000,738130
2018-12-06,52.930000,53.299999,50.080002,51.490002,51.490002,987266
2018-12-07,51.759998,54.220001,50.599998,52.610001,52.610001,987717
2018-12-09,null,null,null,null,null,null
2018-12-10,52.029999,52.810001,50.529999,51.000000,51.000000,733225
2018-12-11,50.889999,52.430000,50.700001,51.650002,51.650002,665262
2018-12-12,51.950001,52.880001,50.939999,51.150002,51.150002,730810
2018-12-13,51.200001,53.270000,50.349998,52.580002,52.580002,733627
2018-12-14,52.830002,52.950001,50.840000,51.200001,51.200001,526839
2018-12-16,null,null,null,null,null,null
2018-12-17,51.250000,51.869999,49.009998,49.880001,49.880001,211257
2018-12-18,49.160000,49.590000,45.790001,46.240002,46.240002,120101
2018-12-19,45.930000,48.000000,45.930000,47.200001,47.200001,817721
2018-12-20,47.389999,47.509998,45.669998,45.880001,45.880001,794130
2018-12-21,46.250000,46.770000,45.130001,45.590000,45.590000,694003
2018-12-23,null,null,null,null,null,null
2018-12-24,null,null,null,null,null,null
2018-12-26,42.849998,47.000000,42.520000,46.220001,46.220001,698408
2018-12-27,46.580002,46.700001,44.369999,44.610001,44.610001,665590
2018-12-28,45.439999,46.220001,44.419998,45.330002,45.330002,564385
2018-12-30,null,null,null,null,null,null
2018-12-31,45.220001,46.529999,44.730000,45.410000,45.410000,476970
2019-01-02,45.799999,47.779999,44.349998,46.540001,46.540001,850480
2019-01-03,46.259998,47.490002,45.349998,47.090000,47.090000,788718
2019-01-04,46.900002,49.220001,46.650002,47.959999,47.959999,817277
2019-01-06,null,null,null,null,null,null
2019-01-07,48.299999,49.790001,48.110001,48.520000,48.520000,819939
2019-01-08,48.730000,49.950001,48.310001,49.779999,49.779999,765981
2019-01-09,49.799999,52.580002,49.709999,52.360001,52.360001,891922
2019-01-10,52.180000,52.779999,51.369999,52.590000,52.590000,821782
2019-01-11,52.279999,53.310001,51.180000,51.590000,51.590000,812339
2019-01-13,null,null,null,null,null,null
2019-01-14,51.730000,52.110001,50.380001,50.509998,50.509998,791527
2019-01-15,50.779999,52.299999,50.639999,52.110001,52.110001,664183
2019-01-16,52.000000,52.520000,51.259998,52.310001,52.310001,694182
2019-01-17,52.299999,52.580002,50.980000,52.070000,52.070000,288560
2019-01-18,52.230000,53.919998,52.090000,53.799999,53.799999,193099
2019-01-20,null,null,null,null,null,null
2019-01-22,53.730000,54.240002,51.799999,52.570000,52.570000,951158
2019-01-23,52.950001,53.639999,51.860001,52.619999,52.619999,702866
2019-01-24,52.450001,53.470001,52.070000,53.130001,53.130001,714415
2019-01-25,53.169998,53.939999,52.910000,53.689999,53.689999,593385
2019-01-27,null,null,null,null,null,null
2019-01-28,53.560001,53.639999,51.330002,51.990002,51.990002,650667
2019-01-29,52.119999,53.930000,51.840000,53.310001,53.310001,660527
2019-01-30,53.240002,54.930000,53.090000,54.230000,54.230000,731312
2019-01-31,54.279999,55.369999,53.619999,53.790001,53.790001,718650
2019-02-01,54.009998,55.660000,53.369999,55.259998,55.259998,689566
2019-02-03,null,null,null,null,null,null
2019-02-04,55.320000,55.750000,53.290001,54.560001,54.560001,622472
2019-02-05,54.860001,55.209999,53.470001,53.660000,53.660000,609756
2019-02-06,53.730000,54.299999,52.860001,54.009998,54.009998,606720
2019-02-07,53.939999,54.209999,51.799999,52.639999,52.639999,749010
2019-02-08,52.590000,52.990002,52.080002,52.720001,52.720001,621003
2019-02-10,null,null,null,null,null,null
2019-02-11,52.660000,52.779999,51.230000,52.410000,52.410000,750242
2019-02-12,52.470001,54.049999,52.290001,53.099998,53.099998,708312
2019-02-13,53.349998,54.599998,53.270000,53.900002,53.900002,706552
2019-02-14,53.959999,54.680000,53.080002,54.410000,54.410000,623546
2019-02-15,54.480000,55.869999,54.240002,55.590000,55.590000,276907
2019-02-17,null,null,null,null,null,null
2019-02-19,55.779999,56.330002,55.290001,56.090000,56.090000,153728
2019-02-20,55.939999,57.549999,55.480000,56.919998,56.919998,685111
2019-02-21,57.240002,57.610001,56.639999,56.959999,56.959999,546202
2019-02-22,56.840000,57.810001,56.709999,57.259998,57.259998,513439
2019-02-24,null,null,null,null,null,null
2019-02-25,57.169998,57.529999,55.080002,55.480000,55.480000,723012
2019-02-26,55.459999,56.080002,55.020000,55.500000,55.500000,538919
2019-02-27,55.950001,57.389999,55.720001,56.939999,56.939999,577227
2019-02-28,57.000000,57.430000,56.430000,57.220001,57.220001,496678
2019-03-01,57.220001,57.880001,55.570000,55.799999,55.799999,684186
2019-03-03,null,null,null,null,null,null
2019-03-04,55.830002,57.000000,55.810001,56.590000,56.590000,549396
2019-03-05,56.450001,57.189999,56.090000,56.560001,56.560001,538399
2019-03-06,56.279999,56.400002,55.419998,56.220001,56.220001,637677
2019-03-07,56.200001,56.990002,56.080002,56.660000,56.660000,628824
2019-03-08,56.430000,56.509998,54.520000,56.070000,56.070000,747358
2019-03-10,null,null,null,null,null,null
2019-03-11,56.070000,57.009998,55.959999,56.790001,56.790001,597156
2019-03-12,56.759998,57.549999,56.740002,56.869999,56.869999,652798
2019-03-13,57.090000,58.480000,57.009998,58.259998,58.259998,610616
2019-03-14,58.349998,58.740002,58.000000,58.610001,58.610001,567604
